DpDx,EL,vSG,vSL,XYLimits,TITLE,BubbleVSL,BubbleVsG,DispersedBubbleVSL,DispersedbubbleVSG,SlugVSL,SlugVSG,AnnularMistVSL,AnnularMistVSG
9404.6661092514,0.9789100229,,,,,0.215443,0.464159,,,,,0.0774264,35.9381
11854.244203999,0.9835926851,,,,,0.278256,0.464159,,,,,0.1,35.9381
3109.6440622193,0.4882748515,,,,,0.359381,0.464159,,,,,0.129155,35.9381
3152.9167837625,0.4965107417,,,,,0.464159,0.464159,,,,,0.16681,35.9381
3206.2566736333,0.5066604278,,,,,0.599484,0.464159,,,,,0.215443,35.9381
3271.2992995016,0.5190332698,,,,,1.291550,0.464159,,,,,0.278256,35.9381
3349.614230293,0.5339248299,,,,,1.668100,0.464159,,,,,0.359381,35.9381
3442.542143306,0.5515851801,,,,,2.154430,0.464159,,,,,0.464159,35.9381
3550.9963010427,0.5721800698,,,,,0.215443,0.599484,,,,,0.599484,35.9381
3675.2493979813,0.5957487565,,,,,0.278256,0.599484,,,,,0.774264,35.9381
3814.740463326,0.6221647799,,,,,0.359381,0.599484,,,,,1,35.9381
3967.9479501392,0.6511079365,,,,,0.464159,0.599484,,,,,1.29155,35.9381
4132.3802146096,0.6820563175,,,,,0.599484,0.599484,,,,,1.6681,35.9381
4304.7291665377,0.7143056555,,,,,1.668100,0.599484,,,,,2.15443,35.9381
4481.2146833496,0.7470187713,,,,,2.154430,0.599484,,,,,2.78256,35.9381
4658.1194319401,0.779300959,,,,,0.215443,0.774264,,,,,3.59381,35.9381
4832.4876765077,0.8102894584,,,,,0.278256,0.774264,,,,,4.64159,35.9381
5002.9569413524,0.8392397615,,,,,0.359381,0.774264,,,,,5.99484,35.9381
5170.729391225,0.8655912279,,,,,0.464159,0.774264,,,,,7.74264,35.9381
5340.7851557849,0.889000154,,,,,0.599484,0.774264,,,,,0.0129155,46.4159
5523.5984519694,0.9093378414,,,,,0.278256,1,,,,,0.016681,46.4159
5737.8473660258,0.9266602979,,,,,0.359381,1,,,,,0.0215443,46.4159
6014.9400415095,0.9411615159,,,,,0.464159,1,,,,,0.0278256,46.4159
6348.0538487293,0.9434421302,,,,,0.599484,1,,,,,0.0359381,46.4159
6950.9374888555,0.9556429821,,,,,,,,,,,0.0464159,46.4159
7890.280293401,0.9653086074,,,,,,,,,,,0.0599484,46.4159
9399.171815704,0.9729277086,,,,,,,,,,,0.0774264,46.4159
11863.4542563883,0.9789100229,,,,,,,,,,,0.1,46.4159
2321.7935043335,0.3491836143,,,,,,,,,,,0.129155,46.4159
2347.8526394722,0.3534429266,,,,,,,,,,,0.16681,46.4159
2380.8500623501,0.3588335322,,,,,,,,,,,0.215443,46.4159
2422.404777438,0.3656175994,,,,,,,,,,,0.278256,46.4159
2474.3767806303,0.3740949789,,,,,,,,,,,0.359381,46.4159
2538.8203354346,0.3845946836,,,,,,,,,,,0.464159,46.4159
3219.3309976383,0.5086282184,,,,,,,,,,,0.599484,46.4159
3348.5142736956,0.5331153752,,,,,,,,,,,0.774264,46.4159
3495.1579526805,0.5608679282,,,,,,,,,,,1,46.4159
3658.2207014414,0.591655659,,,,,,,,,,,1.29155,46.4159
3835.5942720642,0.6250276905,,,,,,,,,,,1.6681,46.4159
4024.1682778585,0.6603147249,,,,,,,,,,,2.15443,46.4159
4220.0970235347,0.6966634988,,,,,,,,,,,2.78256,46.4159
4419.2935231692,0.7331041303,,,,,,,,,,,3.59381,46.4159
4618.1449411847,0.7686424472,,,,,,,,,,,4.64159,46.4159
4814.4238394046,0.8023610617,,,,,,,,,,,5.99484,46.4159
5008.3866725623,0.8335087016,,,,,,,,,,,7.74264,46.4159
5204.1296182952,0.8615597713,,,,,,,,,,,0.0129155,59.9484
5411.4267833549,0.8862347937,,,,,,,,,,,0.016681,59.9484
5648.5167906122,0.9074835366,,,,,,,,,,,0.0215443,59.9484
5946.6546374443,0.9254414994,,,,,,,,,,,0.0278256,59.9484
6283.3189024678,0.9281376709,,,,,,,,,,,0.0359381,59.9484
6906.9296714875,0.9434421302,,,,,,,,,,,0.0464159,59.9484
7865.3896188295,0.9556429821,,,,,,,,,,,0.0599484,59.9484
9392.6771156811,0.9653086074,,,,,,,,,,,0.0774264,59.9484
11875.739640315,0.9729277086,,,,,,,,,,,0.1,59.9484
2077.064634155,0.3058891035,,,,,,,,,,,0.129155,59.9484
2101.7001258702,0.309910847,,,,,,,,,,,0.16681,59.9484
2132.9731697334,0.3150138326,,,,,,,,,,,0.215443,59.9484
2172.4815240702,0.3214567747,,,,,,,,,,,0.278256,59.9484
2222.0915529833,0.3295407888,,,,,,,,,,,0.359381,59.9484
2283.913238625,0.3396044681,,,,,,,,,,,0.464159,59.9484
2360.2269577029,0.352010439,,,,,,,,,,,0.599484,59.9484
2453.3306436247,0.3671198241,,,,,,,,,,,0.774264,59.9484
3174.1363820812,0.4991900179,,,,,,,,,,,1,59.9484
3341.1014531245,0.5306752301,,,,,,,,,,,1.29155,59.9484
3525.630680112,0.5653528194,,,,,,,,,,,1.6681,59.9484
3725.1500804012,0.6026523008,,,,,,,,,,,2.15443,59.9484
3936.0952797784,0.641769493,,,,,,,,,,,2.78256,59.9484
4154.3126248852,0.6817158182,,,,,,,,,,,3.59381,59.9484
4375.7378389353,0.7214031932,,,,,,,,,,,4.64159,59.9484
4597.3482248209,0.759752382,,,,,,,,,,,5.99484,59.9484
4818.3786019398,0.795804039,,,,,,,,,,,7.74264,59.9484
5041.8436493911,0.828809136,,,,,,,,,,,,
5276.5481435803,0.8582810367,,,,,,,,,,,,
5540.0098042319,0.8840030277,,,,,,,,,,,,
5863.0889213505,0.9059974577,,,,,,,,,,,,
6203.5324542699,0.9090909091,,,,,,,,,,,,
6852.5214675842,0.9281376709,,,,,,,,,,,,
7834.78184249,0.9434421302,,,,,,,,,,,,
9385.2703926952,0.9556429821,,,,,,,,,,,,
11892.2474303028,0.9653086074,,,,,,,,,,,,
1840.539216524,0.2633540777,,,,,,,,,,,,
1863.2859886577,0.2670609092,,,,,,,,,,,,
1892.2318864934,0.2717760199,,,,,,,,,,,,
1928.9134403277,0.2777480372,,,,,,,,,,,,
1975.1537962604,0.2852710717,,,,,,,,,,,,
2033.0585986868,0.2946833145,,,,,,,,,,,,
2104.9714864295,0.3063586833,,,,,,,,,,,,
2193.3665697364,0.3206879192,,,,,,,,,,,,
2300.6654052267,0.338045396,,,,,,,,,,,,
3029.9748707317,0.4706714389,,,,,,,,,,,,
3214.6953369017,0.5053076306,,,,,,,,,,,,
3418.2776358932,0.5432833599,,,,,,,,,,,,
3637.8583158764,0.5839222707,,,,,,,,,,,,
3869.6543754621,0.6262988181,,,,,,,,,,,,
4109.5350217693,0.669302221,,,,,,,,,,,,
4353.9449116041,0.7117385896,,,,,,,,,,,,
4228.2978113875,0.6829859869,,,,,,,,,,,,
4853.1216353926,0.7904566368,,,,,,,,,,,,
5117.3503377361,0.8250021031,,,,,,,,,,,,
5410.3747096067,0.8556422595,,,,,,,,,,,,
5762.3594661518,0.8822178162,,,,,,,,,,,,
6106.4760780425,0.8856180327,,,,,,,,,,,,
6786.1126612698,0.9090909091,,,,,,,,,,,,
7797.7249924684,0.9281376709,,,,,,,,,,,,
9377.2962905548,0.9434421302,,,,,,,,,,,,
11914.6153269206,0.9556429821,,,,,,,,,,,,
1619.6037246157,0.2226713314,,,,,,,,,,,,
1640.1201263534,0.2260069078,,,,,,,,,,,,
1666.287793065,0.230259718,,,,,,,,,,,,
1699.5455374239,0.2356622549,,,,,,,,,,,,
1741.6249960106,0.2424936163,,,,,,,,,,,,
1794.5648340599,0.2510811979,,,,,,,,,,,,
1860.6948718988,0.2617971713,,,,,,,,,,,,
1942.5679387155,0.275046427,,,,,,,,,,,,
2042.8345259585,0.2912420443,,,,,,,,,,,,
2163.9833216104,0.3107645781,,,,,,,,,,,,
2915.7891842755,0.4472915274,,,,,,,,,,,,
3115.9156321034,0.4844796655,,,,,,,,,,,,
3336.5326749434,0.5251529932,,,,,,,,,,,,
3574.7345777536,0.568543439,,,,,,,,,,,,
3826.8645924493,0.6136177847,,,,,,,,,,,,
4089.3175644935,0.6591558652,,,,,,,,,,,,
3935.6285972397,0.6252015297,,,,,,,,,,,,
4292.766574797,0.6829859869,,,,,,,,,,,,
4933.6927592348,0.7861443598,,,,,,,,,,,,
5258.6775291325,0.8219480163,,,,,,,,,,,,
5643.2654387442,0.8535362023,,,,,,,,,,,,
5990.3670946597,0.8570375245,,,,,,,,,,,,
6706.4023694166,0.8856180327,,,,,,,,,,,,
7753.8016976697,0.9090909091,,,,,,,,,,,,
9369.5601483251,0.9281376709,,,,,,,,,,,,
11945.2072569031,0.9434421302,,,,,,,,,,,,
1420.2011120985,0.1846812396,,,,,,,,,,,,
1438.295230571,0.1876151648,,,,,,,,,,,,
1461.4257267508,0.1913638934,,,,,,,,,,,,
1490.90215231,0.1961390928,,,,,,,,,,,,
1528.3242299887,0.2021981872,,,,,,,,,,,,
1575.6072804116,0.209848465,,,,,,,,,,,,
1634.9907404038,0.2194476661,,,,,,,,,,,,
1709.0099825691,0.2313982376,,,,,,,,,,,,
1800.4101233892,0.2461315635,,,,,,,,,,,,
1911.9769903817,0.2640780069,,,,,,,,,,,,
2046.2654114333,0.2856192632,,,,,,,,,,,,
2830.4593255478,0.4284717839,,,,,,,,,,,,
3044.4422704311,0.4676685096,,,,,,,,,,,,
3281.0928133857,0.5104936002,,,,,,,,,,,,
3537.8226483246,0.5561010634,,,,,,,,,,,,
3811.6277014658,0.6033638,,,,,,,,,,,,
3626.229075334,0.5636140838,,,,,,,,,,,,
4006.6896501353,0.6252015297,,,,,,,,,,,,
4399.1368378442,0.6829859869,,,,,,,,,,,,
5085.715069677,0.7826976465,,,,,,,,,,,,
5505.9086914939,0.819516838,,,,,,,,,,,,
5854.3930199518,0.8227449696,,,,,,,,,,,,
6612.8129253941,0.8570375245,,,,,,,,,,,,
7703.2605008428,0.8856180327,,,,,,,,,,,,
9363.6551462382,0.9090909091,,,,,,,,,,,,
11987.4675792068,0.9281376709,,,,,,,,,,,,
1246.4501863224,0.1499366674,,,,,,,,,,,,
1262.092151706,0.1524644599,,,,,,,,,,,,
1282.1221166627,0.155700437,,,,,,,,,,,,
1307.7085180673,0.159832552,,,,,,,,,,,,
1340.2911281047,0.1650919796,,,,,,,,,,,,
1381.6189873546,0.1717588399,,,,,,,,,,,,
1433.7772416176,0.1801658891,,,,,,,,,,,,
1499.1900810725,0.1906979838,,,,,,,,,,,,
1580.5815226527,0.2037841827,,,,,,,,,,,,
1680.8709384818,0.2198784952,,,,,,,,,,,,
1802.9791797069,0.2394250021,,,,,,,,,,,,
2572.6537021532,0.3770998276,,,,,,,,,,,,
2773.4807835247,0.4135154939,,,,,,,,,,,,
3001.0714727811,0.4542649469,,,,,,,,,,,,
3254.3988477674,0.4987785572,,,,,,,,,,,,
3531.7382507725,0.5461453948,,,,,,,,,,,,
3310.5293476252,0.5,,,,,,,,,,,,
3705.9915924038,0.5636140838,,,,,,,,,,,,
4124.034386886,0.6252015297,,,,,,,,,,,,
4575.0327685274,0.6829859869,,,,,,,,,,,,
5084.0637969235,0.7356287387,,,,,,,,,,,,
5699.448587811,0.782315942,,,,,,,,,,,,
6506.1225700908,0.8227449696,,,,,,,,,,,,
7647.5622071338,0.8570375245,,,,,,,,,,,,
9362.4693948988,0.8856180327,,,,,,,,,,,,
12046.4507364109,0.9090909091,,,,,,,,,,,,
1100.5591924931,0.1187392332,,,,,,,,,,,,
1113.8409509474,0.1208782383,,,,,,,,,,,,
1130.8765406299,0.1236210609,,,,,,,,,,,,
1152.6836882554,0.1271309139,,,,,,,,,,,,
1180.5283109966,0.1316104744,,,,,,,,,,,,
1215.9674725061,0.1373084566,,,,,,,,,,,,
1260.8882619982,0.1445253282,,,,,,,,,,,,
1317.5338370409,0.1536165945,,,,,,,,,,,,
1388.5026148355,0.164991222,,,,,,,,,,,,
1476.7017200957,0.1791017985,,,,,,,,,,,,
1585.2320469197,0.1964222146,,,,,,,,,,,,
1717.1849692599,0.2174085684,,,,,,,,,,,,
2533.8108940337,0.3642852205,,,,,,,,,,,,
2746.431075446,0.4017325311,,,,,,,,,,,,
2989.2583107586,0.4436702233,,,,,,,,,,,,
3262.3738861963,0.4894957169,,,,,,,,,,,,
3000.7356229257,0.4363859162,,,,,,,,,,,,
3401.851344191,0.5,,,,,,,,,,,,
3837.828706802,0.5636140838,,,,,,,,,,,,
4318.2302024649,0.6252015297,,,,,,,,,,,,
4866.4944501581,0.6829859869,,,,,,,,,,,,
5529.0583622856,0.7356287387,,,,,,,,,,,,
6389.3398894273,0.782315942,,,,,,,,,,,,
7590.1821373368,0.8227449696,,,,,,,,,,,,
9370.946406603,0.8570375245,,,,,,,,,,,,
12129.6056301326,0.8856180327,,,,,,,,,,,,
956.5171004446,0.0763658118,,,,,,,,,,,,
973.4625754622,0.0816626868,,,,,,,,,,,,
1036.096552712,0.0997543825,,,,,,,,,,,,
1054.1831961066,0.1024724585,,,,,,,,,,,,
1077.6591066345,0.105975411,,,,,,,,,,,,
1107.5222999406,0.1104249619,,,,,,,,,,,,
1146.2500036584,0.1161280694,,,,,,,,,,,,
1196.4718778702,0.1234289492,,,,,,,,,,,,
1261.420238335,0.1327452747,,,,,,,,,,,,
1344.8388117645,0.1445584499,,,,,,,,,,,,
1450.7602972471,0.1593829415,,,,,,,,,,,,
1583.2554026211,0.1777221251,,,,,,,,,,,,
2194.8847517701,0.2855924077,,,,,,,,,,,,
2397.5380620854,0.3196185718,,,,,,,,,,,,
2634.5872988214,0.3586030351,,,,,,,,,,,,
2908.6577151318,0.4022112111,,,,,,,,,,,,
2599.1537379856,0.3445286339,,,,,,,,,,,,
2991.0977168085,0.4020753303,,,,,,,,,,,,
3442.4561492492,0.4626085777,,,,,,,,,,,,
3968.973987505,0.5243407512,,,,,,,,,,,,
4601.0899628636,0.5853705452,,,,,,,,,,,,
5350.4156820855,0.6829859869,,,,,,,,,,,,
6268.8220368369,0.7356287387,,,,,,,,,,,,
7537.7232993681,0.782315942,,,,,,,,,,,,
9397.1864194986,0.8227449696,,,,,,,,,,,,
12247.9216257328,0.8570375245,,,,,,,,,,,,
815.478151275,0.0420803097,,,,,,,,,,,,
838.8738914528,0.0491752634,,,,,,,,,,,,
973.8627738059,0.0829813969,,,,,,,,,,,,
988.4269514065,0.0849186345,,,,,,,,,,,,
1007.9985888128,0.0874666281,,,,,,,,,,,,
1032.803472358,0.0906862937,,,,,,,,,,,,
1066.4409749493,0.0949085782,,,,,,,,,,,,
1112.3121528785,0.1004745234,,,,,,,,,,,,
1174.8022705853,0.1078184908,,,,,,,,,,,,
1259.1172052682,0.1174551014,,,,,,,,,,,,
1370.8910703334,0.1299345654,,,,,,,,,,,,
1515.8363748143,0.1457876641,,,,,,,,,,,,
1859.1117855152,0.2033984127,,,,,,,,,,,,
2068.3297341058,0.2334868031,,,,,,,,,,,,
2317.1252849024,0.2687569936,,,,,,,,,,,,
2611.6633263889,0.3091064827,,,,,,,,,,,,
2373.9045265696,0.268095203,,,,,,,,,,,,
2768.0036295682,0.3160179961,,,,,,,,,,,,
3254.0726936885,0.3690237808,,,,,,,,,,,,
3862.3991742889,0.4259920908,,,,,,,,,,,,
4642.7512894722,0.4854249922,,,,,,,,,,,,
5175.4258138892,0.6252015297,,,,,,,,,,,,
6155.597499945,0.6829859869,,,,,,,,,,,,
7501.3772268804,0.7356287387,,,,,,,,,,,,
9453.9851585092,0.782315942,,,,,,,,,,,,
12417.5758134547,0.8227449696,,,,,,,,,,,,
695.2354692851,0.0231877646,,,,,,,,,,,,
719.576439243,0.0285817069,,,,,,,,,,,,
745.6870666735,0.0337289085,,,,,,,,,,,,
837.7000834346,0.0520481182,,,,,,,,,,,,
889.9276080008,0.0608673298,,,,,,,,,,,,
922.2694014525,0.0651862359,,,,,,,,,,,,
964.3614244128,0.0706048146,,,,,,,,,,,,
1018.7510689346,0.0773154377,,,,,,,,,,,,
1088.7501440299,0.0855221507,,,,,,,,,,,,
1178.8595947214,0.0954333755,,,,,,,,,,,,
1295.4189126115,0.1059272161,,,,,,,,,,,,
1451.2882200851,0.1195914295,,,,,,,,,,,,
1667.7969685485,0.1448599933,,,,,,,,,,,,
1907.0622100976,0.1705660811,,,,,,,,,,,,
2192.3052464961,0.2014213895,,,,,,,,,,,,
2533.9796515214,0.2375538399,,,,,,,,,,,,
2516.1906112098,0.2275044215,,,,,,,,,,,,
2953.9606585713,0.267308293,,,,,,,,,,,,
3521.0367470769,0.3129795035,,,,,,,,,,,,
4267.0483549231,0.3639688406,,,,,,,,,,,,
5269.2333966226,0.4192927576,,,,,,,,,,,,
5021.6532393486,0.5636140838,,,,,,,,,,,,
6066.8293612998,0.6252015297,,,,,,,,,,,,
7498.748705084,0.6829859869,,,,,,,,,,,,
9560.913216795,0.7356287387,,,,,,,,,,,,
12662.2614810884,0.782315942,,,,,,,,,,,,
700.7000817584,0.0119218371,,,,,,,,,,,,
713.7450970229,0.0138762233,,,,,,,,,,,,
729.3801801146,0.016176373,,,,,,,,,,,,
748.1610342833,0.0188903145,,,,,,,,,,,,
784.0015768141,0.0241435507,,,,,,,,,,,,
840.4479944027,0.0317565945,,,,,,,,,,,,
892.0104215503,0.0383769014,,,,,,,,,,,,
956.5128866272,0.0460447449,,,,,,,,,,,,
1036.6886324082,0.0550331908,,,,,,,,,,,,
1137.0854144571,0.0655805733,,,,,,,,,,,,
1263.9448122272,0.077990655,,,,,,,,,,,,
1425.848064232,0.0926418646,,,,,,,,,,,,
1634.6276388917,0.1099887964,,,,,,,,,,,,
1906.6844926452,0.1305540571,,,,,,,,,,,,
2264.950650378,0.1549067028,,,,,,,,,,,,
2741.8954681972,0.1836227328,,,,,,,,,,,,
3224.6181977031,0.2129904738,,,,,,,,,,,,
3774.2242819082,0.2462668491,,,,,,,,,,,,
4504.209329409,0.285632709,,,,,,,,,,,,
5491.0982645966,0.3308750044,,,,,,,,,,,,
6850.7425101132,0.3814015925,,,,,,,,,,,,
8763.8135211022,0.4361966829,,,,,,,,,,,,
6027.3973237664,0.5636140838,,,,,,,,,,,,
7556.0708292904,0.6252015297,,,,,,,,,,,,
9747.0608773604,0.6829859869,,,,,,,,,,,,
13016.4377582009,0.7356287387,,,,,,,,,,,,
750.3450841351,0.0082141009,,,,,,,,,,,,
763.1008679875,0.0096686965,,,,,,,,,,,,
778.4176474827,0.0114165963,,,,,,,,,,,,
796.9049514687,0.0135242178,,,,,,,,,,,,
819.3378128278,0.016074252,,,,,,,,,,,,
846.0860638871,0.0192738693,,,,,,,,,,,,
919.8291691476,0.0258659966,,,,,,,,,,,,
977.1946868018,0.0323155672,,,,,,,,,,,,
1054.0994684131,0.0395078494,,,,,,,,,,,,
1151.5020411104,0.0481976848,,,,,,,,,,,,
1275.3586633699,0.0586916442,,,,,,,,,,,,
1434.0391868528,0.0713481813,,,,,,,,,,,,
1639.004943585,0.0865924466,,,,,,,,,,,,
1906.0891650373,0.1049177065,,,,,,,,,,,,
2257.3805757082,0.1268759303,,,,,,,,,,,,
2724.0572763073,0.1530518837,,,,,,,,,,,,
3350.7606911714,0.1840151329,,,,,,,,,,,,
4202.5089410431,0.2202463694,,,,,,,,,,,,
5375.8402265926,0.2620394771,,,,,,,,,,,,
7017.0311656021,0.3093894936,,,,,,,,,,,,
9352.1415990969,0.3618880611,,,,,,,,,,,,
12736.7632576016,0.4186580227,,,,,,,,,,,,
16943.4939694594,0.4746856137,,,,,,,,,,,,
7710.9395597069,0.5636140838,,,,,,,,,,,,
10054.6566946724,0.6252015297,,,,,,,,,,,,
13529.8557807291,0.6829859869,,,,,,,,,,,,
833.0123321842,0.0057206119,,,,,,,,,,,,
845.7118224135,0.0068223377,,,,,,,,,,,,
860.9633517356,0.0081666134,,,,,,,,,,,,
879.3776739203,0.0098125546,,,,,,,,,,,,
901.7336229506,0.0118344438,,,,,,,,,,,,
929.028215185,0.0143256181,,,,,,,,,,,,
962.5412132362,0.0174032946,,,,,,,,,,,,
1002.4842500614,0.0212990747,,,,,,,,,,,,
1109.3616726098,0.0281683804,,,,,,,,,,,,
1190.4731888358,0.0354172563,,,,,,,,,,,,
1306.4929605465,0.0438799563,,,,,,,,,,,,
1455.6132535826,0.0542710134,,,,,,,,,,,,
1648.0559675014,0.0670032367,,,,,,,,,,,,
1898.3852367252,0.082552019,,,,,,,,,,,,
2226.7715243029,0.1014582517,,,,,,,,,,,,
2661.45920216,0.1243137347,,,,,,,,,,,,
3242.5210496605,0.1517282617,,,,,,,,,,,,
4027.6956294709,0.1842726183,,,,,,,,,,,,
5101.6595541288,0.2223946256,,,,,,,,,,,,
6591.0151586747,0.2663119736,,,,,,,,,,,,
8688.8182700177,0.3158960921,,,,,,,,,,,,
11695.0154526571,0.3705735512,,,,,,,,,,,,
16083.3355696338,0.4292799747,,,,,,,,,,,,
22612.047579045,0.4904985139,,,,,,,,,,,,
10544.0021418248,0.5636140838,,,,,,,,,,,,
14273.9701350653,0.6252015297,,,,,,,,,,,,
967.874773327,0.0039045699,,,,,,,,,,,,
980.2778044157,0.0047246191,,,,,,,,,,,,
995.2109220005,0.0057390403,,,,,,,,,,,,
1013.2823588198,0.0069976946,,,,,,,,,,,,
1035.2682090555,0.0085636556,,,,,,,,,,,,
1062.1618432762,0.0105166661,,,,,,,,,,,,
1095.2396388929,0.0129574238,,,,,,,,,,,,
1136.1473384842,0.0160128463,,,,,,,,,,,,
1187.0130615945,0.0198424491,,,,,,,,,,,,
1250.5084868432,0.0246462962,,,,,,,,,,,,
1343.3388843773,0.0312913497,,,,,,,,,,,,
1513.5972545376,0.0404508491,,,,,,,,,,,,
1677.1938528138,0.0507411158,,,,,,,,,,,,
1902.317025725,0.0634280701,,,,,,,,,,,,
2196.4240660292,0.0790813685,,,,,,,,,,,,
2583.6567463524,0.0982813464,,,,,,,,,,,,
3098.0071867068,0.1216539758,,,,,,,,,,,,
3787.7989772038,0.1498323277,,,,,,,,,,,,
4722.8417783923,0.1833920139,,,,,,,,,,,,
6005.8199147326,0.2227592082,,,,,,,,,,,,
7790.7099993956,0.2680969994,,,,,,,,,,,,
10312.9026915801,0.319187409,,,,,,,,,,,,
13938.7987474757,0.3753388817,,,,,,,,,,,,
19247.7387745106,0.4353559191,,,,,,,,,,,,
27167.5317274859,0.4976008909,,,,,,,,,,,,
15351.3983972972,0.5636140838,,,,,,,,,,,,
1190.8777556245,0.0026066976,,,,,,,,,,,,
1202.5898835841,0.0032043492,,,,,,,,,,,,
1216.7829228712,0.0039531968,,,,,,,,,,,,
1234.0699197133,0.0048936774,,,,,,,,,,,,
1255.2252222416,0.0060772505,,,,,,,,,,,,
1281.2445523122,0.0075693355,,,,,,,,,,,,
1313.4073732101,0.0094529936,,,,,,,,,,,,
1353.360427708,0.0118334849,,,,,,,,,,,,
1403.2358338458,0.0148438302,,,,,,,,,,,,
1465.7979748354,0.0186515123,,,,,,,,,,,,
1544.6444789853,0.0234663362,,,,,,,,,,,,
1644.4688427512,0.0295493376,,,,,,,,,,,,
1771.404554532,0.037222316,,,,,,,,,,,,
1932.3335670765,0.0469804864,,,,,,,,,,,,
2279.2771355148,0.0603120557,,,,,,,,,,,,
2561.389110862,0.0760562743,,,,,,,,,,,,
3003.88201666,0.0953179,,,,,,,,,,,,
3593.3035578865,0.1188915423,,,,,,,,,,,,
4384.181064819,0.1474318052,,,,,,,,,,,,
5456.6325199669,0.1815223201,,,,,,,,,,,,
6928.5203932706,0.2215801257,,,,,,,,,,,,
8976.5927300818,0.2677377506,,,,,,,,,,,,
11871.0111848975,0.3197240801,,,,,,,,,,,,
16032.0801722897,0.3767758491,,,,,,,,,,,,
22123.7731465974,0.4376172945,,,,,,,,,,,,
31208.2246857588,0.5005364802,,,,,,,,,,,,
1566.0601808582,0.0017438305,,,,,,,,,,,,
1576.9272043604,0.0021767825,,,,,,,,,,,,
1590.2939761025,0.0027251355,,,,,,,,,,,,
1606.7066126389,0.0034207896,,,,,,,,,,,,
1626.9951155491,0.0043044952,,,,,,,,,,,,
1652.1735512674,0.0054283244,,,,,,,,,,,,
1683.5610504205,0.0068587088,,,,,,,,,,,,
1722.838837833,0.008680264,,,,,,,,,,,,
1772.2051521049,0.0110004861,,,,,,,,,,,,
1834.4982265488,0.0139555156,,,,,,,,,,,,
1913.4092196678,0.0177170265,,,,,,,,,,,,
2013.7645468711,0.0225002686,,,,,,,,,,,,
2141.8835931919,0.0285731144,,,,,,,,,,,,
2306.0821941762,0.0362656051,,,,,,,,,,,,
2517.3456155549,0.0459789942,,,,,,,,,,,,
2790.2848266724,0.0581924258,,,,,,,,,,,,
3144.4469400832,0.0734642978,,,,,,,,,,,,
3597.0384649919,0.0924813115,,,,,,,,,,,,
4462.4852796725,0.1165705577,,,,,,,,,,,,
5258.7873343663,0.1453005461,,,,,,,,,,,,
6514.5887231009,0.1795760474,,,,,,,,,,,,
8240.4024427184,0.2199126307,,,,,,,,,,,,
10640.1104823848,0.2664332088,,,,,,,,,,,,
14029.3587627305,0.3188435983,,,,,,,,,,,,
18898.9078750732,0.3763468266,,,,,,,,,,,,
26023.311816412,0.4376274569,,,,,,,,,,,,
2221.0464293204,0.0013530118,,,,,,,,,,,,
2234.1055478406,0.0016891468,,,,,,,,,,,,
2250.0850879704,0.0021150002,,,,,,,,,,,,
2269.5736527546,0.0026554391,,,,,,,,,,,,
2293.6367722809,0.0033422506,,,,,,,,,,,,
2323.3190681372,0.0042161505,,,,,,,,,,,,
2360.1491407148,0.0053291532,,,,,,,,,,,,
2406.0828489923,0.0067476564,,,,,,,,,,,,
2463.5814306594,0.0085562777,,,,,,,,,,,,
2535.8820400877,0.0108625599,,,,,,,,,,,,
2627.1585762335,0.0138027553,,,,,,,,,,,,
2742.89403514,0.0175487187,,,,,,,,,,,,
2890.254355774,0.0223159846,,,,,,,,,,,,
3078.6890620073,0.0283728122,,,,,,,,,,,,
3320.6916163244,0.0360497466,,,,,,,,,,,,
3632.8957633061,0.0457486451,,,,,,,,,,,,
4037.589072073,0.0579493436,,,,,,,,,,,,
4549.9816514358,0.0732609065,,,,,,,,,,,,
5571.6796384439,0.0928923285,,,,,,,,,,,,
6454.7092527083,0.1165548302,,,,,,,,,,,,
7893.8706926614,0.14518326,,,,,,,,,,,,
9864.5898941404,0.1794576132,,,,,,,,,,,,
12591.0900300636,0.219796578,,,,,,,,,,,,
16417.2617492025,0.2663218738,,,,,,,,,,,,
21871.0719495922,0.318739199,,,,,,,,,,,,
29776.0606746988,0.3762513064,,,,,,,,,,,,
3318.429381579,0.0010493898,,,,,,,,,,,,
3334.974064963,0.0013102047,,,,,,,,,,,,
3354.5134358534,0.0016407455,,,,,,,,,,,,
3378.484558485,0.0020603248,,,,,,,,,,,,
3407.9775229154,0.0025937263,,,,,,,,,,,,
3444.1849715572,0.0032727126,,,,,,,,,,,,
3489.0873429308,0.0041379053,,,,,,,,,,,,
3544.81370594,0.0052412908,,,,,,,,,,,,
3614.3377107991,0.0066492418,,,,,,,,,,,,
3701.5359892869,0.0084463595,,,,,,,,,,,,
3811.2731535651,0.0107402367,,,,,,,,,,,,
3949.9975577099,0.01366721,,,,,,,,,,,,
4126.1567031031,0.0173992921,,,,,,,,,,,,
4350.788786625,0.0221522639,,,,,,,,,,,,
4638.5321892952,0.0281947242,,,,,,,,,,,,
5008.8244405906,0.0358576586,,,,,,,,,,,,
5487.6502659658,0.0455434659,,,,,,,,,,,,
6085.8233484225,0.0577753394,,,,,,,,,,,,
7329.3419990151,0.073619154,,,,,,,,,,,,
8327.3682785854,0.092878579,,,,,,,,,,,,
10019.3912543936,0.1164488731,,,,,,,,,,,,
12323.0444294171,0.1450740218,,,,,,,,,,,,
